exist	2676513		0sec	10752	0.004017167112582678		30sec	23368	0.008730762749891369		1min	43952	0.01642136615813187		5min	305217	0.11403531385799359		10min	183567	0.06858438572874483		>10min	2108971	0.7879547007617748				
cucumber-jvm	54406		0sec	848	0.01558651619306694		30sec	2021	0.037146638238429584		1min	962	0.01768187332279528		5min	3411	0.06269529096055582		10min	3442	0.06326508105723633		>10min	43676	0.8027791052457449				
bnd	243313		0sec	4556	0.018724852350675877		30sec	2255	0.009267897728440323		1min	2501	0.010278941116997448		5min	11626	0.04778207494050873		10min	5505	0.022625178268321052		>10min	215989	0.8877002050856304				
platform	24914		0sec	2201	0.08834390302641085		30sec	5134	0.20606887693666212		1min	430	0.017259372240507345		5min	1610	0.06462230071445774		10min	1430	0.0573974472184314		>10min	12021	0.4824997993096251				
jedis	8778		0sec	6	0.000683526999316473		30sec	128	0.014581909318751423		1min	64	0.007290954659375712		5min	562	0.06402369560264297		10min	398	0.04534062428799271		>10min	7618	0.8678514467988152				
picasso	3463		0sec	23	0.006641640196361536		30sec	147	0.042448743863701996		1min	44	0.012705746462604677		5min	414	0.11954952353450765		10min	158	0.04562518047935316		>10min	2674	0.7721628645682934				
bitcoinj	12440		0sec	1224	0.09839228295819935		30sec	435	0.034967845659163985		1min	288	0.02315112540192926		5min	935	0.07516077170418006		10min	538	0.0432475884244373		>10min	8795	0.7069935691318328				
kite	19631		0sec	2598	0.13234170444704804		30sec	1298	0.06611991238347512		1min	80	0.00407518720391218		5min	1287	0.06555957414293719		10min	1354	0.06897254342621364		>10min	12272	0.6251337170801283				
riak-java-client	33787		0sec	175	0.005179506910942078		30sec	486	0.014384230621244857		1min	262	0.007754461775238997		5min	2777	0.08219137538106372		10min	1156	0.034214342794565956		>10min	28905	0.8555065557758902				
seqware	271365		0sec	78	0.00028743574152893705		30sec	4312	0.015890037403497134		1min	2725	0.01004182558546607		5min	34498	0.12712766937519576		10min	13955	0.05142520221841431		>10min	215789	0.795198349087023				
android	21219		0sec	711	0.0335077053584052		30sec	788	0.03713652858287384		1min	445	0.020971770582968095		5min	2582	0.1216833969555587		10min	1509	0.07111550968471653		>10min	14607	0.6883924784391348				
mongo-java-driver	506774		0sec	9496	0.018738135737034655		30sec	2684	0.005296246453054024		1min	9313	0.018377028024326426		5min	37086	0.07318054990982173		10min	24733	0.04880479266892145		>10min	422070	0.8328564606708315				
android	21219		0sec	711	0.0335077053584052		30sec	788	0.03713652858287384		1min	445	0.020971770582968095		5min	2582	0.1216833969555587		10min	1509	0.07111550968471653		>10min	14607	0.6883924784391348				
georchestra	994677		0sec	1577	0.0015854392933585476		30sec	70085	0.07046005889349005		1min	63665	0.06400570235362836		5min	144295	0.14506719266656412		10min	74896	0.07529680489244248		>10min	639086	0.6425060597560817				
dagger	3792		0sec	40	0.010548523206751054		30sec	178	0.0469409282700422		1min	88	0.023206751054852322		5min	296	0.07805907172995781		10min	238	0.06276371308016877		>10min	2950	0.7779535864978903				
airlift	17966		0sec	3078	0.17132361126572415		30sec	924	0.051430479795168654		1min	312	0.017366136034732273		5min	2122	0.11811198931314705		10min	1499	0.08343537793610152		>10min	8512	0.47378381387064455				
mcMMO	23123		0sec	568	0.02456428664100679		30sec	627	0.027115858668857847		1min	399	0.01725554642563681		5min	1819	0.07866626302815379		10min	1636	0.07075206504346322		>10min	17747	0.7675042165808935				
ActionBarSherlock	31460		0sec	0		30sec	862	0.02739987285441831		1min	196	0.006230133502860775		5min	1477	0.04694850603941513		10min	2104	0.06687857596948506		>10min	26821	0.8525429116338207				
commafeed	10058		0sec	107	0.010638297872340425		30sec	676	0.06721018095048717		1min	223	0.022171405846092663		5min	830	0.08252137601908928		10min	1042	0.1035991250745675		>10min	7120	0.7078942135613442				
android-async-http	2877		0sec	5	0.001737921445950643		30sec	137	0.047619047619047616		1min	106	0.03684393465415363		5min	315	0.10948905109489052		10min	215	0.07473062217587766		>10min	2099	0.7295794230100799				
atlas-model	6147		0sec	66	0.010736944851146901		30sec	268	0.04359850333496014		1min	149	0.024239466406377093		5min	335	0.05449812916870018		10min	257	0.04180901252643566		>10min	5058	0.8228404099560761				
commons	47900		0sec	1485	0.031002087682672232		30sec	589	0.012296450939457202		1min	1168	0.024384133611691023		5min	573	0.011962421711899792		10min	307	0.006409185803757829		>10min	43598	0.910187891440501				
Hydra	7256		0sec	220	0.03031973539140022		30sec	408	0.05622932745314223		1min	110	0.01515986769570011		5min	512	0.07056229327453142		10min	620	0.08544652701212789		>10min	5251	0.7236769570011026				
scribe-java	4858		0sec	73	0.015026759983532317		30sec	249	0.051255660765747224		1min	188	0.03869905310827501		5min	474	0.09757101687937422		10min	181	0.037258130918073284		>10min	3687	0.7589543021819679				
logback	35047		0sec	153	0.00436556623962108		30sec	439	0.012526036465318002		1min	387	0.01104231460610038		5min	3168	0.0903929009615659		10min	3609	0.10297600365223843		>10min	27237	0.7771563899905841				
crawljax	34950		0sec	45	0.0012875536480686696		30sec	580	0.01659513590844063		1min	229	0.006552217453505007		5min	2507	0.0717310443490701		10min	3189	0.09124463519313304		>10min	28398	0.8125321888412017				
